Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
2/19/15,transport,transport,2015-02-19T13:44:12-05:00,2015-02-19T15:26:09-05:00,6117,74.607,0,0
2/19/15,walking,walking,2015-02-19T15:26:09-05:00,2015-02-19T15:27:33-05:00,84,0.035,114,0
2/19/15,walking,walking,2015-02-19T17:26:10-05:00,2015-02-19T17:30:43-05:00,273,0.145,311,0
2/19/15,cycling,cycling,2015-02-19T17:47:13-05:00,2015-02-19T17:55:52-05:00,519,1.988,0,0
2/19/15,walking,walking,2015-02-19T17:56:35-05:00,2015-02-19T17:59:04-05:00,149,0.089,191,0
2/19/15,walking,walking,2015-02-19T20:06:22-05:00,2015-02-19T20:11:26-05:00,304,0.188,405,0
2/19/15,cycling,cycling,2015-02-19T20:12:16-05:00,2015-02-19T20:24:12-05:00,716,2.605,0,0
2/19/15,walking,walking,2015-02-19T20:26:01-05:00,2015-02-19T20:27:01-05:00,60,0.025,81,0
2/19/15,walking,walking,2015-02-19T21:32:10-05:00,2015-02-19T21:34:25-05:00,135,0.127,272,0
2/19/15,transport,transport,2015-02-19T21:32:24-05:00,2015-02-19T21:33:37-05:00,73,0.323,0,0
2/19/15,walking,walking,2015-02-19T21:42:09-05:00,2015-02-19T21:43:09-05:00,60,0.022,71,0
2/19/15,walking,walking,2015-02-19T22:22:46-05:00,2015-02-19T22:23:16-05:00,30,0.016,51,0
2/20/15,walking,walking,2015-02-20T07:34:08-05:00,2015-02-20T07:37:14-05:00,186,0.087,156,0
2/20/15,walking,walking,2015-02-20T08:31:28-05:00,2015-02-20T08:31:50-05:00,22,0.012,37,0
